52.44699423,-1.82487019
52.4241805,-1.83966598
52.4114411,-1.85316376
52.470216,-1.9519368
52.4835701,-1.888044
52.44825084,-1.82352628
52.552767,-1.8648608
52.48381603,-1.89148911
52.38913519,-1.97556397
52.406825,-1.9279272
52.514324,-1.794955
52.5298117,-1.83895791
52.488369,-1.8879288
52.515741,-1.8766157
52.513121,-1.8425111
52.508085,-1.9393428
52.452318,-1.9919659
52.56320343,-1.88893348
52.49671,-1.7880108
52.498851,-1.88594302
52.49618932,-1.86797988
52.45811038,-1.8703011
52.53720701,-1.7959101
52.46895855,-1.89474934
52.39228517,-1.93632688
52.52183787,-1.86040147
52.482259,-1.9137422
52.47978728,-1.9003187
52.41797216,-1.9249684
52.45389336,-1.80983314
52.50788078,-1.94043335
52.44728114,-1.92734646
52.572673,-1.7725801
52.38913519,-1.97556397
52.571327,-1.7742101
52.518308,-1.9009981
52.46294487,-1.98420742
52.4745759,-1.88365008
52.501115,-1.833288
52.472734,-1.89661
52.509764,-1.8617068
52.4628809,-1.87573291
52.49906586,-1.787425
52.40151585,-2.01631464
52.4541639,-1.81605664
52.435875,-1.8466841
52.45937778,-1.87861261
52.59160582,-1.85849748
52.388803,-1.9975166
52.49348244,-1.9164451
52.42152902,-1.95395988
52.45161355,-1.96550911
52.39185241,-2.00755295
52.569342,-1.7703842
52.5501,-1.8604595
52.51862019,-1.89611944
52.468791,-1.8496613
52.39696,-1.9600256
52.568065,-1.8789773
52.50786904,-1.92039592
52.48333085,-1.90215136
52.44231646,-1.82899323
52.46021293,-1.99963232
52.509673,-1.8679838
52.482485,-1.7671991
52.53131031,-1.89207995
52.543645,-1.8027369
52.452318,-1.9919659
52.53586592,-1.80025069
52.44070376,-2.01401972
52.45376912,-1.78952647
52.46294068,-1.96463194
52.521944,-1.906561
52.38913519,-1.97556397
52.415462,-1.9612587
52.4541639,-1.81605664
52.45499445,-1.8183047
52.537936,-1.8522269
52.38880501,-1.99751659
52.44419792,-1.84385997
52.59768548,-1.83932962
52.47721345,-1.79374338
52.48118155,-1.9422362
52.452966,-1.8542767
52.44349804,-1.9755048
52.53456,-1.8000355
52.45587394,-1.82936756
52.451386,-1.7659945
52.55459323,-1.80652263
52.493755,-1.9104205
52.476839,-1.9027252
52.510511,-1.8620433
52.44419792,-1.84385997
52.52330873,-1.87330782
52.41546333,-1.96125865
52.462943,-1.9842074
52.460786,-1.8039458
52.509673,-1.8679838
52.527652,-1.7825409
52.562425,-1.8258867
